DepartamentoDePredio,MunicipioDelPredio,CodigoDANE,GrupoEtarioSelSolicitante,NumeroDeSolicitantes
Risaralda,Apía,66045,Mujer,19
Risaralda,Balboa,66075,Hombre,3
Risaralda,Balboa,66075,Mujer,2
Risaralda,Belén De Umbría,66088,Hombre,22
Risaralda,Belén De Umbría,66088,Mujer,29
Risaralda,Dosquebradas,66170,Hombre,18
Risaralda,Dosquebradas,66170,Mujer,6
Risaralda,Guática,66318,Hombre,23
Risaralda,Guática,66318,Mujer,32
Risaralda,Guática,66318,NoReporta,1
Risaralda,La Celia,66383,Hombre,19
Risaralda,La Celia,66383,Mujer,12
Risaralda,La Virginia,66400,Hombre,3
Risaralda,La Virginia,66400,Mujer,3
Risaralda,Marsella,66440,Hombre,2
Risaralda,Marsella,66440,Mujer,2
Risaralda,Mistrató,66456,Hombre,63
Risaralda,Mistrató,66456,Mujer,32
Risaralda,Pereira,66001,Hombre,31
Risaralda,Pereira,66001,Mujer,28
Risaralda,Pueblo Rico,66572,Hombre,183
Risaralda,Pueblo Rico,66572,Mujer,108
Risaralda,Quinchía,66594,Hombre,182
Risaralda,Quinchía,66594,Mujer,126
Risaralda,Santa Rosa De Cabal,66682,Hombre,7
Risaralda,Santa Rosa De Cabal,66682,Mujer,3
Risaralda,Santuario,66687,Hombre,33
Risaralda,Santuario,66687,Mujer,20
San Andrés,San Andrés,88001,Hombre,1
San Andrés,San Andrés,88001,Mujer,0
Santander,Aguada,68013,Hombre,4
Santander,Aguada,68013,Mujer,1
Santander,Albania,68020,Hombre,4
Santander,Albania,68020,Mujer,8
Santander,Aratoca,68051,Hombre,1
Santander,Barbosa,68077,Hombre,6
Santander,Barbosa,68077,Mujer,2
Santander,Barrancabermeja,68081,Hombre,339
Santander,Barrancabermeja,68081,Mujer,373
Santander,Betulia,68092,Hombre,57
Santander,Betulia,68092,Mujer,52
Santander,Bolívar,68101,Hombre,54
Santander,Bolívar,68101,Mujer,44
Santander,Bolívar,68101,NoReporta,1
Santander,Bucaramanga,68001,Hombre,33
Santander,Bucaramanga,68001,Mujer,23
Santander,Cabrera,68121,Hombre,1
Santander,California,68132,Hombre,5
Santander,California,68132,Mujer,1
Santander,Capitanejo,68147,Hombre,7
Santander,Capitanejo,68147,Mujer,3
Santander,Carcasí,68152,Hombre,2
Santander,Carcasí,68152,Mujer,1
Santander,Cepitá,68160,Hombre,1
Santander,Cepitá,68160,Mujer,0
Santander,Cerrito,68162,Hombre,3
Santander,Cerrito,68162,Mujer,7
Santander,Charalá,68167,Hombre,5
Santander,Charalá,68167,Mujer,1
Santander,Charalá,68167,NoReporta,1
Santander,Charta,68169,Hombre,13
Santander,Charta,68169,Mujer,6
Santander,Chima,68176,Hombre,6
Santander,Chima,68176,Mujer,4
Santander,Chipatá,68179,Hombre,1
Santander,Chipatá,68179,Mujer,1
Santander,Cimitarra,68190,Hombre,203
Santander,Cimitarra,68190,Mujer,156
Santander,Cimitarra,68190,NoReporta,3
Santander,Concepción,68207,Hombre,10
Santander,Concepción,68207,Mujer,12
Santander,Confines,68209,Mujer,1
Santander,Contratación,68211,Mujer,1
Santander,Coromoro,68217,Hombre,1
Santander,Coromoro,68217,Mujer,3
Santander,Curití,68229,Mujer,0
Santander,El Carmen De Chucurí,68235,Hombre,193
Santander,El Carmen De Chucurí,68235,Mujer,147
Santander,El Guacamayo,68245,Hombre,1
Santander,El Guacamayo,68245,Mujer,1
Santander,El Peñón,68250,Hombre,30
Santander,El Peñón,68250,Mujer,30
Santander,El Playón,68255,Hombre,64
Santander,El Playón,68255,Mujer,48
Santander,Encino,68264,Hombre,2
Santander,Encino,68264,Mujer,1
Santander,Enciso,68266,Mujer,2
Santander,Florián,68271,Hombre,4
Santander,Florián,68271,Mujer,3
Santander,Floridablanca,68276,Hombre,9
Santander,Floridablanca,68276,Mujer,7
Santander,Galán,68296,Hombre,4
Santander,Galán,68296,Mujer,4
Santander,Gambita,68298,Hombre,5
Santander,Gambita,68298,Mujer,1
Santander,Girón,68307,Hombre,48
Santander,Girón,68307,Mujer,43
Santander,Girón,68307,NoReporta,1
Santander,Guaca,68318,Hombre,7
Santander,Guaca,68318,Mujer,4
Santander,Guadalupe,68320,Hombre,2
Santander,Guavatá,68324,Hombre,1
Santander,Guavatá,68324,Mujer,2
Santander,Guouepsa,68327,Hombre,1
Santander,Hato,68344,Hombre,7
Santander,Hato,68344,Mujer,2
Santander,Jesús María,68368,Hombre,2
Santander,Jesús María,68368,Mujer,2
Santander,La Belleza,68377,Hombre,12
Santander,La Belleza,68377,Mujer,7
Santander,La Paz,68397,Hombre,10
Santander,La Paz,68397,Mujer,5
Santander,Landázuri,68385,Hombre,71
Santander,Landázuri,68385,Mujer,55
Santander,Lebríja,68406,Hombre,85
Santander,Lebríja,68406,Mujer,66
Santander,Los Santos,68418,Hombre,2
Santander,Los Santos,68418,Mujer,3
Santander,Macaravita,68425,Hombre,16
Santander,Macaravita,68425,Mujer,11
Santander,Málaga,68432,Hombre,4
Santander,Málaga,68432,Mujer,7
Santander,Matanza,68444,Hombre,43
Santander,Matanza,68444,Mujer,25
Santander,Mogotes,68464,Hombre,6
Santander,Mogotes,68464,Mujer,6
Santander,Molagavita,68468,Hombre,3
Santander,Molagavita,68468,Mujer,3
Santander,Oiba,68500,Hombre,5
Santander,Oiba,68500,Mujer,2
Santander,Onzaga,68502,Hombre,3
Santander,Onzaga,68502,Mujer,3
Santander,Páramo,68533,Mujer,1
Santander,Piedecuesta,68547,Hombre,23
Santander,Piedecuesta,68547,Mujer,9
Santander,Puente Nacional,68572,Hombre,1
Santander,Puente Nacional,68572,Mujer,4
Santander,Puerto Parra,68573,Hombre,98
Santander,Puerto Parra,68573,Mujer,65
Santander,Puerto Wilches,68575,Hombre,157
Santander,Puerto Wilches,68575,Mujer,84
Santander,Puerto Wilches,68575,NoReporta,4
Santander,Rionegro,68615,Hombre,164
Santander,Rionegro,68615,Mujer,91
Santander,Sabana De Torres,68655,Hombre,282
Santander,Sabana De Torres,68655,Mujer,204
Santander,San Andrés,68669,Hombre,2
Santander,San Andrés,68669,Mujer,10
Santander,San Benito,68673,Hombre,2
Santander,San Gil,68679,Hombre,3
Santander,San Gil,68679,Mujer,1
Santander,San Joaquín,68682,Hombre,2
Santander,San Joaquín,68682,Mujer,1
Santander,San José De Miranda,68684,Hombre,1
Santander,San Miguel,68686,Hombre,17
Santander,San Miguel,68686,Mujer,9
Santander,San Vicente De Chucurí,68689,Hombre,204
Santander,San Vicente De Chucurí,68689,Mujer,131
Santander,San Vicente De Chucurí,68689,NoReporta,1
Santander,San Vicente De Chucurí,68689,Privada,1
Santander,Santa Bárbara,68705,Hombre,2
Santander,Santa Helena Del Opón,68720,Hombre,15
Santander,Santa Helena Del Opón,68720,Mujer,9
Santander,Simacota,68745,Hombre,141
Santander,Simacota,68745,Mujer,115
Santander,Socorro,68755,Hombre,1
Santander,Socorro,68755,Mujer,1
Santander,Suaita,68770,Hombre,6
Santander,Suaita,68770,Mujer,11
Santander,Sucre,68773,Hombre,16
Santander,Sucre,68773,Mujer,18
Santander,Suratá,68780,Hombre,24
Santander,Suratá,68780,Mujer,9
Santander,Tona,68820,Hombre,7
Santander,Valle De San José,68855,Hombre,1
Santander,Vélez,68861,Hombre,13
Santander,Vélez,68861,Mujer,4
Santander,Villanueva,68872,Hombre,2
Santander,Zapatoca,68895,Hombre,24
Santander,Zapatoca,68895,Mujer,15
Sucre,Buenavista,70110,Hombre,20
Sucre,Buenavista,70110,Mujer,4
Sucre,Caimito,70124,Hombre,4
Sucre,Caimito,70124,Mujer,1
Sucre,Chalán,70230,Hombre,89
Sucre,Chalán,70230,Mujer,55
Sucre,Coloso,70204,Hombre,159
Sucre,Coloso,70204,Mujer,70
Sucre,Corozal,70215,Hombre,32
Sucre,Corozal,70215,Mujer,5
Sucre,Coveñas,70221,Hombre,1
Sucre,Coveñas,70221,Mujer,5
Sucre,El Roble,70233,Hombre,16
Sucre,El Roble,70233,Mujer,16
Sucre,Galeras,70235,Hombre,50
Sucre,Galeras,70235,Mujer,78
Sucre,Guaranda,70265,Hombre,17
Sucre,Guaranda,70265,Mujer,14
Sucre,La Unión,70400,Hombre,2
Sucre,La Unión,70400,Mujer,3
Sucre,Los Palmitos,70418,Hombre,118
Sucre,Los Palmitos,70418,Mujer,39
Sucre,Majagual,70429,Hombre,56
Sucre,Majagual,70429,Mujer,29
Sucre,Morroa,70473,Hombre,325
Sucre,Morroa,70473,Mujer,120
Sucre,Ovejas,70508,Hombre,628
Sucre,Ovejas,70508,Mujer,248
Sucre,Ovejas,70508,NoReporta,1
Sucre,Palmito,70523,Hombre,9
Sucre,Palmito,70523,Mujer,3
Sucre,Sampués,70670,Hombre,5
Sucre,Sampués,70670,Mujer,1
Sucre,Sampués,70670,Privada,2
Sucre,San Benito Abad,70678,Hombre,63
Sucre,San Benito Abad,70678,Mujer,23
Sucre,San Juan De Betulia,70702,Hombre,12
Sucre,San Juan De Betulia,70702,Mujer,6
Sucre,San Marcos,70708,Hombre,16
Sucre,San Marcos,70708,Mujer,12
Sucre,San Onofre,70713,Hombre,205
Sucre,San Onofre,70713,Mujer,117
Sucre,San Onofre,70713,NoReporta,2
Sucre,San Pedro,70717,Hombre,72
Sucre,San Pedro,70717,Mujer,30
Sucre,Santiago De Tolú,70820,Hombre,22
Sucre,Santiago De Tolú,70820,Mujer,13
Sucre,Sincé,70742,Hombre,28
Sucre,Sincé,70742,Mujer,10
Sucre,Sincelejo,70001,Hombre,57
Sucre,Sincelejo,70001,Mujer,26
Sucre,Sucre,70771,Hombre,38
Sucre,Sucre,70771,Mujer,22
Sucre,Tolú Viejo,70823,Hombre,87
Sucre,Tolú Viejo,70823,Mujer,36
Tolima,Alpujarra,73024,Hombre,19
Tolima,Alpujarra,73024,Mujer,17
Tolima,Alvarado,73026,Hombre,52
Tolima,Alvarado,73026,Mujer,31
Tolima,Ambalema,73030,Hombre,46
Tolima,Ambalema,73030,Mujer,26
Tolima,Anzoátegui,73043,Hombre,95
Tolima,Anzoátegui,73043,Mujer,72
Tolima,Armero,73055,Hombre,40
Tolima,Armero,73055,Mujer,19
Tolima,Ataco,73067,Hombre,701
Tolima,Ataco,73067,Mujer,529
Tolima,Cajamarca,73124,Hombre,51
Tolima,Cajamarca,73124,Mujer,24
Tolima,Carmen De Apicalá,73148,Hombre,2
Tolima,Carmen De Apicalá,73148,Mujer,1
Tolima,Casabianca,73152,Hombre,38
Tolima,Casabianca,73152,Mujer,31
Tolima,Chaparral,73168,Hombre,317
Tolima,Chaparral,73168,Mujer,182
Tolima,Coello,73200,Mujer,2
Tolima,Coyaima,73217,Hombre,137
Tolima,Coyaima,73217,Mujer,101
Tolima,Cunday,73226,Hombre,79
Tolima,Cunday,73226,Mujer,58
Tolima,Cunday,73226,Privada,2
Tolima,Dolores,73236,Hombre,106
Tolima,Dolores,73236,Mujer,71
Tolima,Espinal,73268,Hombre,2
Tolima,Espinal,73268,Mujer,0
Tolima,Falán,73270,Hombre,24
Tolima,Falán,73270,Mujer,18
Tolima,Flandes,73275,Hombre,1
Tolima,Flandes,73275,Mujer,1
Tolima,Flandes,73275,NoReporta,1
Tolima,Fresno,73283,Hombre,42
Tolima,Fresno,73283,Mujer,29
Tolima,Guamo,73319,Hombre,9
Tolima,Guamo,73319,Mujer,5
Tolima,Herveo,73347,Hombre,31
Tolima,Herveo,73347,Mujer,24
Tolima,Herveo,73347,NoReporta,1
Tolima,Honda,73349,Hombre,7
Tolima,Honda,73349,Mujer,8
Tolima,Ibagué,73001,Hombre,200
Tolima,Ibagué,73001,Mujer,122
Tolima,Ibagué,73001,NoReporta,1
Tolima,Icononzo,73352,Hombre,72
Tolima,Icononzo,73352,Mujer,46
Tolima,Lérida,73408,Hombre,111
Tolima,Lérida,73408,Mujer,58
Tolima,Líbano,73411,Hombre,226
Tolima,Líbano,73411,Mujer,193
Tolima,Mariquita,73443,Hombre,33
Tolima,Mariquita,73443,Mujer,24
Tolima,Melgar,73449,Hombre,6
Tolima,Melgar,73449,Mujer,4
Tolima,Murillo,73461,Hombre,11
Tolima,Murillo,73461,Mujer,27
Tolima,Natagaima,73483,Hombre,153
Tolima,Natagaima,73483,Mujer,111
Tolima,Ortega,73504,Hombre,146
Tolima,Ortega,73504,Mujer,114
Tolima,Ortega,73504,NoReporta,1
Tolima,Palocabildo,73520,Hombre,28
Tolima,Palocabildo,73520,Mujer,21
Tolima,Piedras,73547,Hombre,8
Tolima,Piedras,73547,Mujer,17
Tolima,Planadas,73555,Hombre,254
Tolima,Planadas,73555,Mujer,157
Tolima,Prado,73563,Hombre,80
Tolima,Prado,73563,Mujer,56
Tolima,Purificación,73585,Hombre,32
Tolima,Purificación,73585,Mujer,18
Tolima,Rioblanco,73616,Hombre,457
Tolima,Rioblanco,73616,Mujer,307
Tolima,Roncesvalles,73622,Hombre,95
Tolima,Roncesvalles,73622,Mujer,54
Tolima,Rovira,73624,Hombre,146
Tolima,Rovira,73624,Mujer,104
Tolima,Saldaña,73671,Hombre,8
Tolima,Saldaña,73671,Mujer,2
Tolima,Saldaña,73671,NoReporta,1
Tolima,San Antonio,73675,Hombre,126
Tolima,San Antonio,73675,Mujer,132
Tolima,San Antonio,73675,Privada,4
Tolima,San Luis,73678,Hombre,56
Tolima,San Luis,73678,Mujer,26
Tolima,Santa Isabel,73686,Hombre,26
Tolima,Santa Isabel,73686,Mujer,20
Tolima,Suárez,73770,Hombre,2
Tolima,Suárez,73770,Mujer,5
Tolima,Valle De San Juan,73854,Hombre,71
Tolima,Valle De San Juan,73854,Mujer,88
Tolima,Venadillo,73861,Hombre,77
Tolima,Venadillo,73861,Mujer,55
Tolima,Villahermosa,73870,Hombre,81
Tolima,Villahermosa,73870,Mujer,64
Tolima,Villarrica,73873,Hombre,84
Tolima,Villarrica,73873,Mujer,51
Tolima,Villarrica,73873,NoReporta,1
Valle Del Cauca,Alcalá,76020,Hombre,3
Valle Del Cauca,Alcalá,76020,Mujer,6
Valle Del Cauca,Andalucía,76036,Hombre,10
Valle Del Cauca,Andalucía,76036,Mujer,4
Valle Del Cauca,Ansermanuevo,76041,Hombre,5
Valle Del Cauca,Ansermanuevo,76041,Mujer,10
Valle Del Cauca,Argelia,76054,Hombre,5
Valle Del Cauca,Argelia,76054,Mujer,2
Valle Del Cauca,Bolívar,76100,Hombre,139
Valle Del Cauca,Bolívar,76100,Mujer,162
Valle Del Cauca,Buenaventura,76109,Hombre,376
Valle Del Cauca,Buenaventura,76109,Lgbti,1
Valle Del Cauca,Buenaventura,76109,Mujer,448
Valle Del Cauca,Bugalagrande,76113,Hombre,178
Valle Del Cauca,Bugalagrande,76113,Mujer,115
Valle Del Cauca,Caicedonia,76122,Hombre,5
Valle Del Cauca,Caicedonia,76122,Mujer,0
Valle Del Cauca,Cali,76001,Hombre,143
Valle Del Cauca,Cali,76001,Mujer,136
Valle Del Cauca,Cali,76001,NoReporta,34
Valle Del Cauca,Cali,76001,Privada,2
Valle Del Cauca,Calima,76126,Hombre,70
Valle Del Cauca,Calima,76126,Mujer,49
Valle Del Cauca,Calima,76126,Privada,1
Valle Del Cauca,Candelaria,76130,Hombre,4
Valle Del Cauca,Candelaria,76130,Mujer,7
Valle Del Cauca,Cartago,76147,Hombre,12
Valle Del Cauca,Cartago,76147,Mujer,6
Valle Del Cauca,Cartago,76147,NoReporta,4
Valle Del Cauca,Dagua,76233,Hombre,176
Valle Del Cauca,Dagua,76233,Mujer,115
Valle Del Cauca,Dagua,76233,NoReporta,3
Valle Del Cauca,El Aguila,76243,Hombre,15
Valle Del Cauca,El Aguila,76243,Mujer,15
Valle Del Cauca,El Cairo,76246,Hombre,25
Valle Del Cauca,El Cairo,76246,Mujer,17
Valle Del Cauca,El Cerrito,76248,Hombre,18
Valle Del Cauca,El Cerrito,76248,Mujer,11
Valle Del Cauca,El Dovio,76250,Hombre,71
Valle Del Cauca,El Dovio,76250,Mujer,56
Valle Del Cauca,Florida,76275,Hombre,39
Valle Del Cauca,Florida,76275,Mujer,23
Valle Del Cauca,Florida,76275,Privada,1
Valle Del Cauca,Ginebra,76306,Hombre,30
Valle Del Cauca,Ginebra,76306,Mujer,14
Valle Del Cauca,Ginebra,76306,Privada,0
Valle Del Cauca,Guacarí,76318,Hombre,11
Valle Del Cauca,Guacarí,76318,Mujer,9
Valle Del Cauca,Guadalajara De Buga,76111,Hombre,132
Valle Del Cauca,Guadalajara De Buga,76111,Mujer,88
Valle Del Cauca,Guadalajara De Buga,76111,Privada,3
Valle Del Cauca,Jamundí,76364,Hombre,149
Valle Del Cauca,Jamundí,76364,Mujer,122
Valle Del Cauca,Jamundí,76364,NoReporta,3
Valle Del Cauca,Jamundí,76364,Privada,3
Valle Del Cauca,La Cumbre,76377,Hombre,27
Valle Del Cauca,La Cumbre,76377,Mujer,22
Valle Del Cauca,La Unión,76400,Hombre,14
Valle Del Cauca,La Unión,76400,Mujer,5
Valle Del Cauca,La Victoria,76403,Hombre,1
Valle Del Cauca,La Victoria,76403,Mujer,4
Valle Del Cauca,Obando,76497,Hombre,11
Valle Del Cauca,Obando,76497,Mujer,16
Valle Del Cauca,Palmira,76520,Hombre,87
Valle Del Cauca,Palmira,76520,Mujer,46
Valle Del Cauca,Pradera,76563,Hombre,62
Valle Del Cauca,Pradera,76563,Mujer,65
Valle Del Cauca,Pradera,76563,NoReporta,3
Valle Del Cauca,Restrepo,76606,Hombre,11
Valle Del Cauca,Restrepo,76606,Mujer,9
Valle Del Cauca,Restrepo,76606,NoReporta,1
Valle Del Cauca,Riofrío,76616,Hombre,73
Valle Del Cauca,Riofrío,76616,Mujer,52
Valle Del Cauca,Roldanillo,76622,Hombre,16
Valle Del Cauca,Roldanillo,76622,Mujer,25
Valle Del Cauca,San Pedro,76670,Hombre,34
Valle Del Cauca,San Pedro,76670,Mujer,39
Valle Del Cauca,Sevilla,76736,Hombre,51
Valle Del Cauca,Sevilla,76736,Mujer,27
Valle Del Cauca,Sevilla,76736,NoReporta,1
Valle Del Cauca,Toro,76823,Hombre,2
Valle Del Cauca,Toro,76823,Mujer,13
Valle Del Cauca,Trujillo,76828,Hombre,203
Valle Del Cauca,Trujillo,76828,Mujer,106
Valle Del Cauca,Tuluá,76834,Hombre,293
Valle Del Cauca,Tuluá,76834,Mujer,216
Valle Del Cauca,Ulloa,76845,Hombre,3
Valle Del Cauca,Ulloa,76845,Mujer,4
Valle Del Cauca,Versalles,76863,Hombre,8
Valle Del Cauca,Versalles,76863,Mujer,8
Valle Del Cauca,Vijes,76869,Hombre,9
Valle Del Cauca,Vijes,76869,Mujer,7
Valle Del Cauca,Yotoco,76890,Hombre,9
Valle Del Cauca,Yotoco,76890,Mujer,8
Valle Del Cauca,Yumbo,76892,Hombre,5
Valle Del Cauca,Yumbo,76892,Mujer,4
Valle Del Cauca,Zarzal,76895,Hombre,14
Valle Del Cauca,Zarzal,76895,Mujer,9
Vaupés,Carurú,97161,Hombre,27
Vaupés,Carurú,97161,Mujer,22
Vaupés,Mitú,97001,Hombre,27
Vaupés,Mitú,97001,Mujer,33
Vaupés,Pacoa,97511,Hombre,5
Vaupés,Pacoa,97511,Mujer,8
Vaupés,Taraira,97666,Hombre,1
Vaupés,Taraira,97666,Mujer,1
Vaupés,Yavaraté,97889,Hombre,1
Vichada,Cumaribo,99773,Hombre,504
Vichada,Cumaribo,99773,Mujer,362
Vichada,Cumaribo,99773,NoReporta,1
Vichada,Cumaribo,99773,Privada,1
Vichada,La Primavera,99524,Hombre,74
Vichada,La Primavera,99524,Mujer,53
Vichada,La Primavera,99524,NoReporta,1
Vichada,La Primavera,99524,Privada,1
Vichada,Puerto Carreño,99001,Hombre,40
Vichada,Puerto Carreño,99001,Mujer,22
Vichada,Puerto Carreño,99001,NoReporta,4
Vichada,Puerto Carreño,99001,Privada,1
Vichada,Santa Rosalía,99624,Hombre,27
Vichada,Santa Rosalía,99624,Mujer,20
